1126176,2371.54
1129086,355.54
1114347,47246.740000000056
1114348,34403.49999999998
1114343,32820.81000000003
1114349,32583.410000000054
1114351,25269.670000000016
1129591,177.77
1129798,756.0
1130970,5292.0
1132329,177.77
1132326,122.16
1132314,107.42
1132686,265.96000000000004
1132549,122.16
1133534,177.77
1133628,252.0
1133623,177.77
1134226,355.54
1134905,537.1899999999999
1135440,429.77
1135406,122.16
1135888,340.19
1136207,5927.460000000002
1136080,252.0
1136793,340.19
1138532,252.0
1140231,252.0
1141600,551.93
1141771,350.04
1141999,5326.27
1141966,177.77
1142279,429.77
1142723,340.19
1144127,177.77
1144330,252.0
1144334,429.77
1144720,72.29
1144900,79.19
1145109,607.54
1146416,785.31
1147454,17282.23000000003
1149340,429.77
1150475,252.0
1150477,299.93
1150660,355.54
1151413,533.3100000000001
1151937,194.45
1152496,17326.74000000001
1114350,18531.010000000006
1153854,252.0
1153847,607.54
1154450,177.77
1154597,158.38
1154630,533.3100000000001
1154540,122.16
1154617,107.42
1155190,177.77
1155261,238.11
1156053,607.54
1156159,60.34
1156112,56.78
1157528,12005.120000000004
1160082,79.19
1162131,355.54
1163118,299.93
1163112,299.93
1164711,533.3100000000001
1166424,1289.31
1166994,933.77
1168602,72.29
1169021,355.54
1170169,177.77
1170748,177.77
1171633,177.77
1173692,355.54
1173894,64.84
1176170,177.77
1177117,177.77
1177878,250.06
1177982,309.15999999999997
1177926,60.34
1178001,412.32000000000005
1181213,429.77
1182589,177.77
1182637,324.29
1185166,256.96000000000004
1190596,256.96000000000004
1190654,72.29
1190532,177.77
1188389,285.19
1188433,177.77
