1266935,681.77
1269821,756.0
1271163,2063.93
1272348,1135.35
1272199,107.42
1274047,107.42
1275264,107.42
1275837,177.77
1276367,756.0
1278339,2008.32
1279709,859.54
1282580,177.77
1284813,3653.17
1284604,177.77
1285591,1559.9299999999998
1285493,252.0
1286831,252.0
1288388,177.77
1292714,8700.850000000002
1298353,122.16
1301053,177.77
1307769,252.0
1308861,177.77
1311310,1008.0
1309418,177.77
1314236,177.77
1315084,177.77
1319213,5253.970000000001
1321450,122.16
1321501,107.42
1323768,252.0
1326176,5239.400000000001
1328082,285.19
1329037,177.77
1328896,98.04
1328356,177.77
1331306,252.0
1331297,177.77
1331266,122.16
1332540,252.0
1341501,107.42
1342862,252.0
1342835,177.77
1343579,177.77
1345063,177.77
