1522715,275.81
1524076,683.16
1512086,2281.259999999999
1493311,531.2900000000001
1510151,2469.1599999999994
1510155,2537.81
1493321,331.99
1493319,994.4100000000001
1506254,48.09
1493318,843.8000000000001
1463717,7478.229999999998
1529701,514.77
1530751,17710.68000000001
1530859,11654.870000000008
1530860,13413.31000000001
1530928,562.1700000000001
1531454,220.2
1531729,3577.0
1441640,3037.2800000000007
1470468,5894.64
1477654,3730.4899999999993
1532652,285.19
1533812,533.3100000000001
1535883,225.86
1537657,4581.739999999999
1537846,7118.290000000003
1537842,12470.460000000003
1537843,5821.390000000001
1540208,177.77
1541750,621.5
1545561,98.04
1546107,481.58
1537225,299.93
1538238,107.42
1486991,7530.639999999999
1548823,3730.19
1549615,205.46
1551095,481.58
1551518,194.45
1552056,177.77
1552253,179.71
1552931,756.0
1491498,3508.7399999999993
1555520,88.19
1555899,252.0
1556765,177.77
1556866,383.23
1555101,98.04
1557524,88.19
1498070,6020.199999999999
1558247,107.42
1558525,2176.54
1459171,72.29
1559614,374.15999999999997
1559480,214.84
1560197,122.16
1560934,107.42
1562365,2339.74
1562504,210.35
1562705,177.77
1563085,177.77
1563032,122.16
1563150,357.48
1564479,252.0
1565318,810.8299999999999
1565557,583.19
1565561,348.1
1565566,185.22000000000003
1566683,205.46
1566727,214.84
1569238,933.77
1568978,252.0
